"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Genetic variation of the most abundant forest‐dwelling rodents in Central Africa (Praomys jacksoni complex): Evidence for Pleistocene refugia in both montane and lowland forests","https://scispace.com/paper/genetic-variation-of-the-most-abundant-forest-dwelling-2q2ooc1p1l","2019","Journal Article","Journal of Biogeography","Daniela Mizerovská
Daniela Mizerovská
Violaine Nicolas
Terrence C. Demos
Dudu Akaibe
Marc Colyn
Christiane Denys
Prince Kaleme
Pionus Katuala
Jan Kennis
Julian C. Kerbis Peterhans
Julian C. Kerbis Peterhans
Anne Laudisoit
Anne Laudisoit
Alain Didier Missoup
Radim Šumbera
Erik Verheyen
Erik Verheyen
Josef Bryja
Josef Bryja","10.1111/JBI.13604","","- **Relevance Score:** 39/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multilocus data and multispecies coalescent for species delimitation and dating; identifies Pleistocene refugia. Focuses on rodents, not galagos, with limited East African sampling.","Aim We investigate the Plio-Pleistocene evolutionary history of one of the most abundant rodents in Afrotropical forests. Specifically, we ask how their diversification was influenced by climate change, topography and major rivers. Location Tropical Africa: Lower Guinea (including Cameroon volcanic line; CVL), Congolia, Albertine Rift (AR), Kenyan highlands (KH). Taxon Murine rodents of the Praomys jacksoni complex. Methods We used 849 genotyped individuals to describe the overall diversity and spatial genetic structure across a majority of their known distribution area. The combination of one mitochondrial and three nuclear markers was used to infer dated phylogenies using Bayesian and maximum likelihood approaches. Genetic structure was further assessed by multispecies coalescent species delimitation. Current and past distributions of particular taxa were predicted using environmental niche modelling. Results The complex is composed of five major genetic clades (proposed species). Two of them are restricted to specific habitat types (either montane forests of AR or wetlands in lowland forests along the Congo River), three others have wide geographic distributions and lower levels of ecological specialization. The earliest divergence is dated to the Plio-Pleistocene boundary and is in accordance with the separation of AR forests and Guineo-Congolian forests. Further diversification of the complex is associated with Pleistocene climate changes. Relatively stable refugia of suitable climatic conditions were identified in lowland Congolia (for two species currently distributed only in lowland forests) as well as in montane forests of CVL, AR, KH (playing the role of reservoirs of diversity). Large rivers, especially the Congo River, are important barriers to gene flow for most taxa, but probably were not the primary cause of differentiation. Main conclusions The evolutionary history of the complex was primarily affected by Pleistocene climate changes and diversification in forest refugia. There is little support for ecological parapatric speciation or the riverine barrier hypothesis."
"Multispecies Coalescent Analysis of the Early Diversification of Neotropical Primates: Phylogenetic Inference under Strong Gene Trees/Species Tree Conflict","https://scispace.com/paper/multispecies-coalescent-analysis-of-the-early-1kj4qh4cbg","2014","Journal Article","Genome Biology and Evolution","Carlos G. Schrago
Albert N. Menezes
Carolina Furtado
Cibele R. Bonvicino
Héctor N. Seuánez","10.1093/GBE/EVU244","https://scispace.com/pdf/multispecies-coalescent-analysis-of-the-early-1kj4qh4cbg.pdf","- **Relevance Score:** 39/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multispecies coalescent and multilocus data to infer Neotropical primate species trees, includes dating and diversification discussion, but focuses on South American taxa, not African galagos or East African contexts.","Neotropical primates (NP) are presently distributed in the New World from Mexico to northern Argentina, comprising three large families, Cebidae, Atelidae, and Pitheciidae, consequently to their diversification following their separation from Old World anthropoids near the Eocene/Oligocene boundary, some 40 Ma. The evolution of NP has been intensively investigated in the last decade by studies focusing on their phylogeny and timescale. However, despite major efforts, the phylogenetic relationship between these three major clades and the age of their last common ancestor are still controversial because these inferences were based on limited numbers of loci and dating analyses that did not consider the evolutionary variation associated with the distribution of gene trees within the proposed phylogenies. We show, by multispecies coalescent analyses of selected genome segments, spanning along 92,496,904 bp that the early diversification of extant NP was marked by a 2-fold increase of their effective population size and that Atelids and Cebids are more closely related respective to Pitheciids. The molecular phylogeny of NP has been difficult to solve because of population-level phenomena at the early evolution of the lineage. The association of evolutionary variation with the distribution of gene trees within proposed phylogenies is crucial for distinguishing the mean genetic divergence between species (the mean coalescent time between loci) from speciation time. This approach, based on extensive genomic data provided by new generation DNA sequencing, provides more accurate reconstructions of phylogenies and timescales for all organisms."
"Phylogeography and evolutionary lineage diversity in the small-eared greater galago, Otolemur garnettii (Primates: Galagidae)","https://scispace.com/paper/BAezYRdAwHsJ","","","","A Penna
R Dillon
SK Bearder","","https://par.nsf.gov/servlets/purl/10647470","- **Relevance Score:** 39/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses mitochondrial and nuclear loci for phylogeography; conducts species‑delimitation and divergence dating. Focuses on Otolemur garnettii, not dwarf galagos, with limited coalescent modeling and fragmentation analysis.",""
"A multilocus phylogeny reveals deep lineages within African galagids (Primates: Galagidae)","https://scispace.com/paper/a-multilocus-phylogeny-reveals-deep-lineages-within-african-4jcpm12usk","2014","Journal Article","BMC Evolutionary Biology","Luca Pozzi
Luca Pozzi
Todd R. Disotell
Judith C. Masters","10.1186/1471-2148-14-72","https://scispace.com/pdf/a-multilocus-phylogeny-reveals-deep-lineages-within-african-4jcpm12usk.pdf","- **Relevance Score:** 39/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a multilocus phylogeny of East African dwarf galagos, revises taxonomy and biogeography, but lacks MSC modeling, explicit species‑tree methods, dating, and conservation or fragmentation analyses.","Bushbabies (Galagidae) are among the most morphologically cryptic of all primates and their diversity and relationships are some of the most longstanding problems in primatology. Our knowledge of galagid evolutionary history has been limited by a lack of appropriate molecular data and a paucity of fossils. Most phylogenetic studies have produced conflicting results for many clades, and even the relationships among genera remain uncertain. To clarify galagid evolutionary history, we assembled the largest molecular dataset for galagos to date by sequencing 27 independent loci. We inferred phylogenetic relationships using concatenated maximum-likelihood and Bayesian analyses, and also coalescent-based species tree methods to account for gene tree heterogeneity due to incomplete lineage sorting. The genus Euoticus was identified as sister taxon to the rest of the galagids and the genus Galagoides was not recovered as monophyletic, suggesting that a new generic name for the Zanzibar complex is required. Despite the amount of genetic data collected in this study, the monophyly of the family Lorisidae remained poorly supported, probably due to the short internode between the Lorisidae/Galagidae split and the origin of the African and Asian lorisid clades. One major result was the relatively old origin for the most recent common ancestor of all living galagids soon after the Eocene-Oligocene boundary. Using a multilocus approach, our results suggest an early origin for the crown Galagidae, soon after the Eocene-Oligocene boundary, making Euoticus one of the oldest lineages within extant Primates. This result also implies that one – or possibly more – stem radiations diverged in the Late Eocene and persisted for several million years alongside members of the crown group."
"The Taxonomic Status and Distribution of Bushbabies (Primates, Galagidae) in the Uluguru Mountains","https://scispace.com/paper/perkin-the-taxonomic-status-and-distribution-of-bushbabies-fpq98yzx","","","","Andrew Perkin","","https://scispace.com/records/perkin-the-taxonomic-status-and-distribution-of-bushbabies-fpq98yzx","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed taxonomic review of dwarf galagos in Tanzania's Uluguru Mountains; discusses isolated populations and distribution, but lacks genetic, coalescent, or dating analyses.","The consultant was asked to collate information on the Galagos (Bushbabies) in the forests of the Uluguru Mountains. Three galago species are known to occur in the Uluguru Mountain forests, the Mountain galago Galagoides orinus, the Matundu galago G. udzungwensis and the Small Eared Greater Galago or Garnett's galago Otolemur garnetti. Of these, the Mountain galago G. orinus, an Eastern Arc endemic species, is of particular interest because the type locality for this species is located near Bagilo village close to Uluguru North Forest Reserve. A brief taxonomic review and history of research on this species is presented. New developments in species recognition methods are outlined and were employed in the fieldwork. The results indicate that only G. orinus occurs in Uluguru North and South Forest Reserves. This is a very significant population for the conservation of this species with more than 23,000 individuals estimated to occur. The data support the taxonomic status G. orinus as a valid species. Two other galago species O. garnetti and G. udzungwensis were found to occur in the lowland forests surrounding the Uluguru Mountains. Maintenance of forest habitat, even secondary habitat, will ensure these species survival in the Uluguru Mountains. Of notable conservation importance is Mkungwe Forest Reserve which contains the largest area of good sub-montane forest outside the Uluguru Mountains."
"Molecular phylogenetics of the African horseshoe bats (Chiroptera: Rhinolophidae): expanded geographic and taxonomic sampling of the Afrotropics","https://scispace.com/paper/molecular-phylogenetics-of-the-african-horseshoe-bats-fbenn02dxg","2019","Journal Article","BMC Evolutionary Biology","Terrence C. Demos
Paul W. Webala
Steven M. Goodman
Julian C. Kerbis Peterhans
Julian C. Kerbis Peterhans
Michael Bartonjo
Bruce D. Patterson","10.1186/S12862-019-1485-1","https://scispace.com/pdf/molecular-phylogenetics-of-the-african-horseshoe-bats-fbenn02dxg.pdf","- **Relevance Score:** 36/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses StarBEAST2 multilocus coalescent to build species trees and delimit taxa; includes mitochondrial and nuclear loci. Focuses on African horseshoe bats, not galagos, and lacks primate‑specific geographic, taxonomic, or conservation context.","The Old World insectivorous bat genus Rhinolophus is highly speciose. Over the last 15 years, the number of its recognized species has grown from 77 to 106, but knowledge of their interrelationships has not kept pace. Species limits and phylogenetic relationships of this morphologically conservative group remain problematic due both to poor sampling across the Afrotropics and to repeated instances of mitochondrial-nuclear discordance. Recent intensive surveys in East Africa and neighboring regions, coupled with parallel studies by others in West Africa and in Southern Africa, offer a new basis for understanding its evolutionary history. We investigated phylogenetic relationships and intraspecific genetic variation in the Afro-Palearctic clade of Rhinolophidae using broad sampling. We sequenced mitochondrial cytochrome-b (1140 bp) and four independent and informative nuclear introns (2611 bp) for 213 individuals and incorporated sequence data from 210 additional individuals on GenBank that together represent 24 of the 33 currently recognized Afrotropical Rhinolophus species. We addressed the widespread occurrence of mito-nuclear discordance in Rhinolophus by inferring concatenated and species tree phylogenies using only the nuclear data. Well resolved mitochondrial, concatenated nuclear, and species trees revealed phylogenetic relationships and population structure of the Afrotropical species and species groups. Multiple well-supported and deeply divergent lineages were resolved in each of the six African Rhinolophus species groups analyzed, suggesting as many as 12 undescribed cryptic species; these include several instances of sympatry among close relatives. Coalescent lineage delimitation offered support for new undescribed lineages in four of the six African groups in this study. On the other hand, two to five currently recognized species may be invalid based on combined mitochondrial and/or nuclear phylogenetic analyses. Validation of these cryptic lineages as species and formal relegation of current names to synonymy will require integrative taxonomic assessments involving morphology, ecology, acoustics, distribution, and behavior. The resulting phylogenetic framework offers a powerful basis for addressing questions regarding their ecology and evolution."
"Application to the PRIMATE ACTION FUND for the research project: “Identification, distribution, taxonomy, and conservation of three populations of galagos (Primates, Galagidae) in Malawi: Malawi galago (Galagoides nyasae)& Mt. Thyolo galago, Mulanje Mountains and Thyolo Mountains; Kalwe small galago (Galagoides sp. nov. 1), Kalwe Forest Reserve; and the Misuku Hills galago (Galagoides sp.), Misuku Hills.""","https://scispace.com/paper/paf-karlson-fy10-agreement-4frn5wm9","2009","","PRIMATE ACTION FUND","Johan Karlsson","","https://scispace.com/records/paf-karlson-fy10-agreement-4frn5wm9","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on three little‑known Malawian galago populations, addressing their taxonomy, distribution, and conservation; lacks molecular methods, species‑tree or coalescent analyses, but mentions habitat fragmentation and conservation concerns.","African nocturnal primates of the family Galagidae (galagos) display species-specific sets of vocalizations that can contain up to 25 structurally distinct calls. This fact has been used to identify populations in the wild and has been especially effective when studying and the small (<200 grams) and elusive members of the Galagoides genera. There are currently 11 species of Galagoides recognized but the taxonomic rank of at least three is uncertain due to lack of behavioral and genetic data. Five Galagoides species can be found in Malawi, where of four are endemic: Malawi galago (Galagoides nyasae), Mt. Thyolo galago (G. sp. nov. 2), Kalwe small galago (Galagoides sp. nov. 1), and the Misuku Hills galago (Galagoides sp.), but their taxonomic rank is highly uncertain or undecided. The current conservation status of these three populations is tentative since the studies that identified them dates back 20 (Kalwe small and Misuku Hills galago) to 120 (Malawi galago) years, and no further field study has been carried out since. In the light of the described data deficiency, this study suggests a survey of the above described Galagoides species' type localities, to record each population's vocal repertoire, map their geographical distribution, local abundance, and establish their basic ecological preferences. The baseline data derived from this study will help to clarify the taxonomic status, the presence and abundance, the ecological requirements, and allow an up-to-date analysis of their conservation status. This study will further underpin a long-term study of Malawi's (and Tanzania's) Galagoides species phylogeny and conservation status that is planned to be undertaken by the Nocturnal Primate Research Group, Oxford Brookes University, starting in 2010."
"A comparative approach for species delimitation based on multiple methods of multi-locus DNA sequence analysis: A case study of the genus Giraffa (Mammalia, Cetartiodactyla).","https://scispace.com/paper/a-comparative-approach-for-species-delimitation-based-on-2tuevjx632","2020","Journal Article","PLOS ONE","Alice Petzold
Alexandre Hassanin","10.1371/JOURNAL.PONE.0217956","https://scispace.com/pdf/a-comparative-approach-for-species-delimitation-based-on-2tuevjx632.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies multilocus coalescent species‑tree and delimitation methods to giraffes; lacks galagos, mtDNA, East African focus, and conservation context.","Molecular data are now commonly used in taxonomy for delimiting cryptic species. In the case of giraffes, which were treated as a single species (Giraffa camelopardalis) during half of a century, several molecular studies have suggested a splitting into four to seven species, but the criteria applied for taxonomic delimitation were not fully described. In this study, we have analysed all multi-locus DNA sequences available for giraffes using multispecies coalescent (MSC: *BEAST, BPP and STACEY), population genetic (STRUCTURE, allelic networks, haplotype network and bootstrapping, haplowebs and conspecificity matrix) and phylogenetic (MrBayes, PhyML, SuperTRI) methods to identify the number of species. Our results show that depending on the method chosen, different taxonomic hypotheses, recognizing from two to six species, can be considered for the genus Giraffa. Our results confirm that MSC methods can lead to taxonomic over-splitting, as they delimit geographic structure rather than species. The 3-species hypothesis, which recognizes G. camelopardalis sensu strico A, G. giraffa, and G. tippelskirchi, is highly supported by phylogenetic analyses and also corroborated by most population genetic and MSC analyses. The three species show high levels of nucleotide divergence in both nuclear (0.35–0.51%) and mitochondrial sequences (3–4%), and they are characterised by 7 to 12 exclusive synapomorphies (ES) detected in nine of the 21 nuclear introns analysed for this study. By contrast, other putative species, such as G. peralta, G. reticulata, G. thornicrofti or G. tippelskirchi sensu stricto, do not exhibit any ES in the nuclear genes. A robust mito-nuclear conflict was found for the position and monophyly of G. giraffa and G. tippelskirchi, which is interpreted as the result of a mitochondrial introgression from Masai to southeastern giraffe during the Pleistocene and nuclear gene flow mediated by male dispersal between southern populations (subspecies G. g. giraffa and G. g. angolensis)."
"Pleistocene speciation in North American lichenized fungi and the impact of alternative species circumscriptions and rates of molecular evolution on divergence estimates.","https://scispace.com/paper/pleistocene-speciation-in-north-american-lichenized-fungi-3y8l7qe1jz","2013","Journal Article","PLOS ONE","Steven D. Leavitt
Steven D. Leavitt
H. Thorsten Lumbsch
Soili Stenroos
Larry L. St. Clair","10.1371/JOURNAL.PONE.0085240","https://scispace.com/pdf/pleistocene-speciation-in-north-american-lichenized-fungi-3y8l7qe1jz.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multilocus coalescent species‑tree and Bayesian delimitation to date Pleistocene fungal speciation; however, it involves North American lichens, not African galagos or related conservation contexts.","Pleistocene climatic fluctuations influenced patterns of genetic variation and promoted speciation across a wide range of species groups. Lichens are commonly found in habitats that were directly impacted by glacial cycles; however, the role of Pleistocene climate in driving speciation in most lichen symbionts remains unclear. This uncertainty is due in part to limitations in our ability to accurately recognize independently evolving lichen-forming fungal lineages and a lack of relevant fossil calibrations. Using a coalescent-based species tree approach, we estimated divergence times for two sister clades in the genus Xanthoparmelia (Parmeliaceae) restricted to western North America. We assessed the influence of two different species circumscription scenarios and various locus-specific rates of molecular evolution on divergence estimates. Species circumscriptions were validated using the program BP&P. although speciation was generally supported in both scenarios, divergence times differed between traditional species circumscriptions and those based on genetic data, with more recent estimates resulting from the former. Similarly, rates of evolution for different loci resulted in variable divergence time estimates. However, our results unambiguously indicate that diversification in the sampled Xanthoparmelia clades occurred during the Pleistocene. Our study highlights the potential impact of ambiguous species circumscriptions and uncertain rates of molecular evolution on estimating divergence times within a multilocus species tree framework."
"Population history and taxonomy of African hares (genus Lepus) inferred from genetic variation","https://scispace.com/paper/population-history-and-taxonomy-of-african-hares-genus-lepus-q36j1ly8p8","2016","Journal Article","Mammalian Biology","Sara Lado
Paulo C. Alves
José Carlos Brito
José Melo-Ferreira","10.1016/J.MAMBIO.2016.07.035","https://repositorio-aberto.up.pt/bitstream/10216/86897/2/37855.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies multilocus coalescent species‑tree methods to African hares, but lacks primate focus, extensive mtDNA/nuclear data, East‑African centering, and conservation or fragmentation analyses.",""
"SPECIATION AMONG GALAGOS (PRIMATES, GALAGIDAE) IN TANZANIAN FORESTS","https://scispace.com/paper/1996honessspeciationgalagosphdthesis-wiwdh4b7","1996","","Oxford Brookes University","Paul Edward Honess","","https://scispace.com/records/1996honessspeciationgalagosphdthesis-wiwdh4b7","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on Tanzanian galagos and their taxonomy, providing regional context, but lacks molecular data, advanced phylogenetic methods, and detailed conservation genetics.","Past field studies on nocturnal primates in Africa have focused on species occupying woodland in southern Africa and primary rain forest in West and Central Africa. Relatively little is known about the galagos (Primates, Galagidae) inhabiting the fragmented, evergreen forests of East Africa. The development of new field techniques, coupled with technological advances has enabled more accurate identification of species based on species-specific calls. Nocturnal surveys during five periods of field work (July-August, 1990; August-November, 1992; February-May, 1993; July-November, 1993; July-November, 1994) in isolated coastal and Eastern Arc Mountain forests in Tanzania indicate that considerable speciation has taken place among galagos in these forest 'islands'. The loud calls of galagos, recorded during surveys and computer analysed, provide a vocal profile that is consistent within species and which can be used in a taxonomic context to identify species. This approach, founded on an examination of a major element of the Specific-Mate Recognition System (Recognition Concept of Species: Paterson, 1985), has resulted in the identification and naming of 4 new species of galago in Tanzania (Galagoides granti, G. udzungwensis, G. orinus, G. rondoensis). The identification of these species is supported by evidence of differences in other aspects of vocalisations as well as in reproductive and hair morphology and lifestyles. These discoveries suggest the true number of species of both galagos and other secretive, nocturnal, forest-dwelling mammals may have been seriously underestimated. At the start of this study 11 galago species were recognised (Nash et al., 1989), by the end this has increased to at least 17. These species are placed in a new classification of the family Galagidae, based on vocal profile differences. An assessment of the conservation threat status of Tanzanian galago indicates that the 4 new species are all of at least IUCN Red List Vulnerable status. This is primarily due to restricted distribution in small, fragmented and isolated habitats which themselves are under considerable threat. Recommendations are made concerning the conservation of galagos and their habitats. Increasing knowledge of the high levels of endemism in the evergreen forests of Tanzania further highlights the biological value of these areas in a region where considerable conservation effort is often restricted to savannah habitats and their large mammal occupants."
"Galagoides zanzibaricus","https://scispace.com/paper/galagoides-zanzibaricus-le5kerixgqoi","2022","Repository","","Russell A. Mittermeier
Anthony B. Rylands
Don E. Wilson","10.5281/zenodo.6656968","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides detailed taxonomy, distribution, and conservation status of Tanzanian dwarf galagos; lacks genetic analyses, species‑tree methods, and coalescent modeling, offering only limited conservation‑genetic discussion.","7. Tanzania Coast Dwarf Galago Galagoides zanzibaricus French: Galago de Zanzibar / German: Sansibar-Zwerggalago / Spanish: Gélago pequeno de Tanzania Other common names: Matundu Dwarf Galago, Zanzibar Bushbaby, Zanzibar Galago; Udzungwa Dwarf Galago (udzungwensis), Zanzibar Dwarf Galago (zanzibaricus) Taxonomy. Galago zanzibaricus Matschie, 1893, Tanzania, Zanzibar, Yambiani. This is a polytypic species, but its taxonomy remains unresolved. It is probably a “waste basket taxon” for several species. It was regarded as a subspecies of G. senegalensis by E. Schwartz in 1931, and the specific name was revived by J. Kingdon in 1971. T. R. Olson moved it from the genus Galago to Galagoides in 1979, and three species were subsequently split off: G. granti, G. nyasae (not recognized here, see G. granti taxonomy section), and G. cocos. Two subspecies are recognized. Subspecies and Distribution. G. z. zanzibaricusMatschie, 1893 — NETanzania (ZanzibarandMafiaIs); absentfromPembaI. G. z. udzungwensis Honess in Kingdon, 1997 — NE Tanzania (Udzungwa at Kihansi, Uluguru, and East Usambara Mts S to the Rufiji River) and Mafia I. Descriptive notes. Head-body 12-18 cm, tail 17-24 cm; weight 100-200 g. There is no apparent sexual dimorphism or dichromatism in the Tanzania Coast Dwarf Galago. The “Zanzibar Dwarf Galago ” (G. z. zanzibaricus) is bufty-grayish dorsally, with a creamy-gray underside. Its tail is only slightly darkened toward the tip, and it has yellowish cheeks and throat. It has thick, black eye-rings, continuous with the black on the sides of the muzzle, and a thick white stripe that runs from the forehead to the rhinarium. The skin of the ears is not deeply pigmented. The “Udzungwa Dwarf Galago ” (G. z. udzungwensis) is smaller. Its pelage is grayish-brown above grading to yellowishbuff ventrally, with an orangey-buff throat. It has a broad white mid-facialstripe, and cheeks are yellowish-buff. There are no distinct eye-rings. Thetail is gray-brown, and it is evenly and sparsely furred. Habitat. Secondary lowland tropical, coastal dry evergreen, groundwater, and submontane forests; brushland; coconut groves; and coral-rag thicket. Tanzania Coast Dwarf Galagos are found from sea level to 1070 m, but the highest point on Zanzibaritself is 120 m. The little we know aboutthis species suggests that they prefer to spend their time in the trees, rarely coming to the ground, preferring mid to high height classes, above 5 m. Food and Feeding. Like other small galagos, the Tanzania Coast Dwarf Galago seems to be a faunivore-frugivore with a preference for animal prey (including insects, such as beetles and ants, and birds), supplemented with fruit (e.g. Trichilia emetica, Meliaceae, and Vitex, Lamiaceae). It does not eat gum. Breeding. There are two birth seasons per year (February-March and August-October). A single young is born after gestation of c.120 days, although sometimes they have twins. Infants are carried in the mother’s mouth. Sexual maturity occurs at about twelve months. One individual of the nominate subspecies lived for 16 years and six months in the San Antonio Zoo, USA. Activity patterns. The Tanzania Coast Dwarf Galago is nocturnal and arboreal. It uses the fine-branch niche, with quadrupedal walking and running when moving along tops of horizontal branches and leaping between more vertical stems and trees. Movements, Home range and Social organization. The Tanzania Coast Dwarf Galago is mainly solitary, although groups of 2-6 individuals may sleep together. Nests are usually in tree holes or tangles of dense vegetation 4-8 m from the ground. Leaf nests may comprise green leaves or coconut palm, and individuals can make up to ten trips to assemble a nest. Little is known aboutits behavior at night, but most observations (92%) have been of solitary individuals. The main vocal advertisementis a “single unit rolling call.” These galagos commonly produce this call at dusk or before dawn for reassembly of sleeping groups, and it seemsto serve as a gathering call. Other calls include a buzz, rapid whistle, descending shriek, screech, screech-grunt, and yap. Status and Conservation. CITES Appendix II. Classified as Least Concern on The [UCN Red List. The Tanzania Coast Dwarf Galago is relatively widespread and common, but the subspecies zanzibaricusis listed as Endangered, being entirely confined to the southern and eastern parts of Zanzibar Island and on nearby Mafia Island, where, although common, its habitat is fragmented and continues to be degraded and transformed. The Tanzania Coast Dwarf Galago occurs in Jozani Chwaka Bay and Udzungwa national parks and Kiamboza, Kihansi, and Matundu forest reserves in Tanzania. Bibliography. Anderson (2000), Bearder (1987), Bearder, Ambrose et al. (2003), Bearder, Honess & Ambrose (1995), de Boer (1973), Burgess et al. (2000), Butynski, Ehardt & Struhsaker (1998), Butynski, de Jong et al. (2006), Harcourt (1986a), Harcourt & Bearder (1989), Harcourt & Nash (1986a, 1986b), Honess (1996), Honess & Bearder (1996), Kingdon (1971, 1997), Lumsden & Masters (2001), Masters et al. (1993), Nash (1983), Olson (1979), Perkin (2000, 2004, 2007), Ying & Butler (1971). "
