"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Keys to the Bats (Mammalia: Chiroptera) of East Africa","https://scispace.com/paper/keys-to-the-bats-mammalia-chiroptera-of-east-africa-51r0v7s41w","2012","Journal Article","","Bruce D. Patterson
Paul W. Webala","10.3158/2158-5520-12.6.1","https://scispace.com/pdf/keys-to-the-bats-mammalia-chiroptera-of-east-africa-51r0v7s41w.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper provides taxonomic keys for East African bats and discusses bat systematics, offering no content on primate coalescent methods, galago phylogenetics, forest phylogeography, molecular markers, or conservation genetics.","Keys and ancillary information are provided to summarize understanding of the diversity of bats (Mammalia: Chiroptera) in East Africa. We reviewed literature and online databases to aid identification of 145 species of bats known to inhabit Kenya, Tanzania, Burundi, Rwanda, and Uganda. National tallies of species were as follows: Kenya, 108; Tanzania, 105; Uganda, 98; Rwanda, 49; and Burundi, 33. Kenya, Tanzania, and Uganda harbor three of Africa's four richest known bat faunas, but all are incompletely known. Ordination analysis via multidimensional scaling suggests that the East African bat fauna shares elements with those in North Africa, West Africa, and South Africa. We constructed keys to species, drawing from the literature and modifying or expanding them to suit the East African bat fauna. Insofar as possible, we used characters that are visible externally or through cursory cranial or dental inspection. The keys are organized taxonomically: an initial key to the 10 families of bats in Ea..."
"Systematic and taxonomic issues concerning some East African bird species, notably those where treatment varies between authors","https://scispace.com/paper/systematic-and-taxonomic-issues-concerning-some-east-african-1bju77kqdi","2015","Journal Article","Scopus","Donald A. Turner
David Pearson","","https://scispace.com/pdf/systematic-and-taxonomic-issues-concerning-some-east-african-1bju77kqdi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on East African bird taxonomy; contains no primate, galago, molecular, or forest‑refugia content relevant to the listed criteria.","The taxonomy of various East African bird species is discussed. Fourteen of the non-passerines and forty-eight of the passerines listed in Britton (1980) are considered, with reference to treatments by various subsequent authors. Twenty-three species splits are recommended from the treatment in Britton ( op. cit. ), and one lump, the inclusion of Jackson’s Hornbill Tockus jacksoni as a race of T. deckeni."
"A new species of Haliotis (Gastropoda) from São Tomé & Príncipe Islands, Gulf of Guinea, with comparisons to other Haliotis found in the Eastern Atlantic and Mediterranean.","https://scispace.com/paper/a-new-species-of-haliotis-gastropoda-from-sao-tome-principe-30hd6rs3p8","2014","Journal Article","Zootaxa","Buzz Owen","10.11646/ZOOTAXA.3838.1.6","https://scispace.com/pdf/a-new-species-of-haliotis-gastropoda-from-sao-tome-principe-30hd6rs3p8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a new marine snail species; contains no primate, galago, or relevant phylogenetic content, so it does not meet any criteria.","The Haliotidae from the Gulf of Guinea, West Africa are reviewed. The distribution of the mainland species Haliotis marmorata Linnaeus, 1758 is confirmed and compared to the insular species from the island nation of Sao Tome and Principe which is described as Haliotis geigeri n. sp. Both species are illustrated and compared to the other known Haliotidae from the eastern Atlantic."
"Molecular phylogenetics and biogeography of galaxiid fishes (Osteichthyes: Galaxiidae): dispersal, vicariance, and the position of Lepidogalaxias salamandroides.","https://scispace.com/paper/molecular-phylogenetics-and-biogeography-of-galaxiid-fishes-1lrieb3w5p","2000","Journal Article","Systematic Biology","Jonathan M. Waters
J. Andrés López
Graham P. Wallis","10.1080/106351500750049824","https://scispace.com/pdf/molecular-phylogenetics-and-biogeography-of-galaxiid-fishes-1lrieb3w5p.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on galaxiid fish phylogeny and biogeography; no primate, galago, or East African forest content, nor relevant coalescent or marker discussions.","The galaxiid fishes exhibit a gondwanan distribution. We use mitochondrial DNA sequences to test conflicting vicariant and dispersal biogeographic hypotheses regarding the Southern Hemisphere range of this freshwater group. Although phylogenetic resolution of cytochrome b and 16S rRNA sequences is largely limited to more recent divergences, our data indicate that the radiation can be interpreted as several relatively recent dispersal events superimposed on an ancient gondwanan radiation. Genetic relationships contradict the findings of recent morphological analyses of galaxioid fishes. In particular, we examine several hypotheses regarding phylogenetic placement of the enigmatic Lepidogalaxias. Although most workers consider Lepidogalaxias to be an unusual scaled member of the Southern Hemisphere galaxioids, it has also been suggested that this species is related to the Northern Hemisphere esocoids. Our data strongly suggest that this species is not a galaxiid, and the alternative hypothesized esocoid relationship cannot be rejected. The species-rich genus Galaxias is shown to be polyphyletic and the generic taxonomy of the Galaxiinae is reassessed in the light of phylogenetic relationships. Juvenile saltwater-tolerance is phylogenetically distributed throughout the Galaxiinae, and the loss of this migratory phase may be a major cause of speciation."
"Molecular systematics of racers, whipsnakes and relatives (Reptilia: Colubridae) using mitochondrial and nuclear markers","https://scispace.com/paper/molecular-systematics-of-racers-whipsnakes-and-relatives-2wozid5l2b","2004","Journal Article","Journal of Zoological Systematics and Evolutionary Research","Zoltán T. Nagy
R. Lawson
Ulrich Joger
Michael Wink","10.1111/J.1439-0469.2004.00249.X","https://scispace.com/pdf/molecular-systematics-of-racers-whipsnakes-and-relatives-2wozid5l2b.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies colubrid snake systematics with mitochondrial and nuclear markers, lacking any focus on primates, galagos, or East African forest phylogeography, making it irrelevant to all listed criteria.","Four protein-encoding mitochondrial genes (cytochrome b, NADH-dehydrogenase subunits 1, 2 and 4) and one nuclear (c-mos) gene were sequenced to infer phylogenetic relationships among Old and New World representatives of racers and whipsnakes, Coluber (sensu lato). New World Coluber (Coluber sensu stricto, including Masticophis) and Salvadora proved to have affinities with the Old World non-racer colubrine genus Ptyas (and possibly Elaphe s.l. and Coronella), whereas Old World ‘Coluber’ form several basally related clades; these are (1) Hemorrhois(Spalerosophis-Platyceps); (2) Hierophis, with Eirenis nested within this paraphyletic genus and (3) ‘Coluber’ dorri as the sister taxon to Macroprotodon cucullatus. The position of ‘Coluber’ zebrinus along with Hemerophis socotrae located at the base of the Old World racer radiation forming the possible sister group to all remaining Palearctic racers and whipsnakes remains less well supported. Nevertheless, inter- and subgeneric relationships among many of the Old World racer groups have been resolved."
"Measuring environmental value in nonmonetary terms : a review of common practices and elements","https://scispace.com/paper/measuring-environmental-value-in-nonmonetary-terms-a-review-1u283utsl6","2014","Report","","Richard A. Cole","10.21236/ADA601306","https://scispace.com/pdf/measuring-environmental-value-in-nonmonetary-terms-a-review-1u283utsl6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on non‑monetary environmental valuation and broad conservation objectives; lacks phylogenetic methods, galago‑specific systematics, molecular markers, or East African forest phylogeography.",": This review was undertaken to address concerns raised by the US Army Corps of Engineers (Corps) regarding the value of projects authorized to improve environmental quality. Value gained from present resource use can typically be measured in monetary terms. More controversial -- and prohibited by Corps policy -- is the monetary measurement of the nonuse value gained by deferring present-day use in favor of leaving a heritage for future generations. Environmental value is commonly indicated by the objectives of government legislation and by non-government mission statements and bylaws. The value added by objective achievement is indicated by many different, incomparable metrics, which often do not differentiate use value from nonuse value. The Corps is an exception because Federal policy requires water resources agencies to quantify benefits and costs in monetary terms when acceptable and in non-monetary terms when monetary measurement is not acceptable. This includes heritage value recognized as important by the Corps in key environmental legislation, and by certain conservation NGOs. Key elements of natural heritage value include resource security from extinction, resource distinctiveness, risk of investment failure, and costs. These elements may provide a basis for comprehensively indicating the value added by ecosystem restoration done by the Corps."
"Rethinking the Origin of Primates by Reconstructing Their Diel Activity Patterns Using Genetics and Morphology.","https://scispace.com/paper/rethinking-the-origin-of-primates-by-reconstructing-their-10bmb2w6ps","2017","Journal Article","Scientific Reports","Yonghua Wu
Haifeng Wang
Haitao Wang
Elizabeth A. Hadly","10.1038/S41598-017-12090-3","https://scispace.com/pdf/rethinking-the-origin-of-primates-by-reconstructing-their-10bmb2w6ps.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on primate diel activity and vision‑gene evolution; does not discuss coalescent phylogenetics, dwarf galago systematics, forest refugia, delimitation markers, or southern‑African galago conservation.","Phylogenetic inference typically invokes nocturnality as ancestral in primates; however, some recent studies posit that diurnality is. Here, through adaptive evolutionary analyses of phototransduction genes by using a variety of approaches (restricted branch/branch-site models and unrestricted branch-site-based models (BS-REL, BUSTED and RELAX)), our results consistently showed that ancestral primates were subjected to enhanced positive selection for bright-light vision and relatively weak selection for dim-light vision. These results suggest that ancestral primates were mainly diurnal with some crepuscularity and support diurnality as plesiomorphic from Euarchontoglires. Our analyses show relaxed selection on motion detection in ancestral primates, suggesting that ancestral primates decreased their emphasis on mobile prey (e.g., insects). However, within primates, the results show that ancestral Haplorrhini were likely nocturnal, suggesting that evolution of the retinal fovea occurred within ancestral primates rather than within haplorrhines as was previously hypothesized. Our findings offer a reassessment of the visual adaptation of ancestral primates. The evolution of the retinal fovea, trichromatic vision and orbital convergence in ancestral primates may have helped them to efficiently discriminate, target, and obtain edible fruits and/or leaves from a green foliage background instead of relying on mobile insect prey."
"Scientific collecting in Malawi, a response to Dowsett-Lemaire et al.","https://scispace.com/paper/scientific-collecting-in-malawi-a-response-to-dowsett-57w4k3orit","2015","Journal Article","Bird Conservation International","John M. Bates
Gary Voelker","10.1017/S0959270914000434","https://scispace.com/pdf/scientific-collecting-in-malawi-a-response-to-dowsett-57w4k3orit.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on bird collections and genetic studies in Malawi, with no discussion of primates, galagos, multispecies coalescent methods, or relevant East African forest phylogeography.","We present a response to Dowsett-Lemaire et al. regarding their contention that there is a “new threat” posed by scientific collecting in Malawi and elsewhere."
"Limited Evidence for Adaptive Evolution and Functional Effect of Allelic Variation at rs702424 in the Promoter of the TAS2R16 Bitter Taste Receptor Gene in Africa","https://scispace.com/paper/limited-evidence-for-adaptive-evolution-and-functional-fpnkhphm9n","2014","Journal Article","Journal of Human Genetics","Michael Campbell
Alessia Ranciaro
Daniel Zinshteyn
Renata Rawlings-Goss
Jibril Hirbo
Simon Thompson
Dawit Woldemeskel
Alain Froment
Sabah A. Omar
Jean-Marie Bodo
Thomas B. Nyambo
Gurja Belay
Dennis Drayna
Paul A. S. Breslin
Sarah A. Tishkoff","10.1038/JHG.2014.29","https://scispace.com/pdf/limited-evidence-for-adaptive-evolution-and-functional-fpnkhphm9n.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on human TAS2R16 promoter variation and adaptive evolution in African populations; does not address primate phylogenetics, galago systematics, coalescent methods, or forest phylogeography.","Bitter taste perception, mediated by receptors encoded by the TAS2R loci, has important roles in human health and nutrition. Prior studies have demonstrated that nonsynonymous variation at site 516 in the coding exon of TAS2R16, a bitter taste receptor gene on chromosome 7, has been subject to positive selection and is strongly correlated with differences in sensitivity to salicin, a bitter anti-inflammatory compound, in human populations. However, a recent study suggested that the derived G-allele at rs702424 in the TAS2R16 promoter has also been the target of recent selection and may have an additional effect on the levels of salicin bitter taste perception. Here, we examined alleles at rs702424 for signatures of selection using Extended Haplotype Homozygosity (EHH) and FST statistics in diverse populations from West Central, Central and East Africa. We also performed a genotype–phenotype analysis of salicin sensitivity in a subset of 135 individuals from East Africa. Based on our data, we did not find evidence for positive selection at rs702424 in African populations, suggesting that nucleotide position 516 is likely the site under selection at TAS2R16. Moreover, we did not detect a significant association between rs702424 alleles and salicin bitter taste recognition, implying that this site does not contribute to salicin phenotypic variance. Overall, this study of African diversity provides further information regarding the genetic architecture and evolutionary history of a biologically-relevant trait in humans."
"The Giant Sable Antelope: Angola’s National Icon","https://scispace.com/paper/the-giant-sable-antelope-angola-s-national-icon-55j8l0nfii","2019","Book Chapter","","Pedro Vaz Pinto","10.1007/978-3-030-03083-4_17","https://scispace.com/pdf/the-giant-sable-antelope-angola-s-national-icon-55j8l0nfii.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on the giant sable antelope's taxonomy and evolutionary history using limited mitochondrial data; does not address primates, galagos, multispecies coalescent methods, East African forest refugia, or relevant molecular markers.","The giant sable antelope Hippotragus niger variani is the most widely recognised representative of Angolan biodiversity, owing to its endemic status, rarity and physical attributes. One of the last large mammals to be described in Africa, it is confined to the upper Cuanza basin, in central Angola. Studies on the biology of giant sable were mostly conducted in the 1970s, but ongoing efforts using modern tools such as DNA analyses, GPS tracking, camera trapping and satellite imagery are improving our knowledge. Past explanations for the extent of the isolation and relationships with other sable populations have been controversial. Molecular studies have only recently made significant contributions to interpret the evolutionary history of giant sable. Although much pursued by hunters during the first half of the twentieth century, the conservation needs of giant sable were recognised early on, with the proclamation of two protected areas and the setting in place of strict regulations. Park management and efficient protection was enforced in the 1960s, but these protected areas were abandoned soon after the country’s independence, leading to population crashes and interspecific hybridization, which left the subspecies on the verge of extinction. The giant sable is currently the main focus of a conservation programme supervised by the Angolan Government that is successfully promoting its recovery."
"Estudios morfológicos y taxonómicos en Blechnum (Blechnaceae-Pteridophyta): B. tabulare y B. magellanicum","https://scispace.com/paper/estudios-morfologicos-y-taxonomicos-en-blechnum-blechnaceae-1mus0m0w65","2008","Journal Article","Anales Del Jardin Botanico De Madrid","Cristina Hilda Rolleri
Carmen Prada
Lilian Mónica Passarelli","10.3989/AJBM.2008.V65.I2.291","https://scispace.com/pdf/estudios-morfologicos-y-taxonomicos-en-blechnum-blechnaceae-1mus0m0w65.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies fern morphology and taxonomy, with no content on primates, galagos, molecular phylogenetics, or East African forest biogeography, making it irrelevant to all criteria.","Specimens of B. tabulare and B. magellanicum from their whole geographical area were studied, and taxa were treated as different species. The following characters were analyzed: rhizomes, rhizomatic scales, stipes, division of dimorphic laminae, outline, texture, size, margins, indument, venation, epidermal patterns, stomata (size and density), mesophyll of pinnae in transversal section, mucilaginiferous unicellular glands of axes and laminae, and spores. Habit of plants, type of rhizome, rhizomatic scales, mucilage glands, and type of ornamentation of the perispore are characters shared by the two species, while the other traits vary at the specific level, allowing them to be identified as two separate taxa. Blechnum tabulare is distributed in the tropics and subtropics of South America, Africa, and Islands of the Atlantic and Indic Oceans, while B. magellanicum is a subantarctic, more restricted species, that grows in humid areas of Argentina and Chile, South America. New descriptions of both species are given, along with comments on their affinities with other arborescent species of the genus."
"Molecular Evolution and Functional Characterization of the Visual Pigment Proteins of the Great Bowerbird (Chlamydera nuchalis) and Other Vertebrates","https://scispace.com/paper/molecular-evolution-and-functional-characterization-of-the-4zrsawzlo7","2012","Dissertation","","Ilke van Hazel","","https://scispace.com/pdf/molecular-evolution-and-functional-characterization-of-the-4zrsawzlo7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on visual pigment evolution in a bowerbird; discusses vertebrate nuclear markers and base‑composition bias, but lacks primate, galago, coalescent, or East African forest content.","Visual pigments are light sensitive receptors in the eye that form the basis of sensory visual transduction. This thesis presents three studies that explore visual pigment proteins in vertebrates using a number of computational and experimental methods in an evolutionary framework. The objective is not only to identify, but also to experimentally investigate the functional consequences of genetic variation in vertebrate visual pigments. The focus is on great bowerbirds (Chlamydera nuchalis), which are a model system in visual ecology due to their spectacular behaviour of building and decorating courtship bowers. There are 4 chapters: Chapter 1 introduces background information on visual pigments and vision in birds. Among visual pigment types, the short-wavelength-sensitive (SWS1) pigments have garnered particular interest due to the broad spectral range among vertebrates and the importance of UV signals in communication. Chapter 2 investigates the evolutionary history of SWS1 in vertebrates with a view toward its utility as a phylogenetic marker. Chapter 3 investigates SWS1 evolution and short-wavelength vision in birds, with particular focus on C. nuchalis and its SWS1. The evolution of spectral tuning mechanisms mediating UV/violet vision in passerines and parrots is elucidated in this chapter using site-directed mutagenesis, protein expression, and phylogenetic recreation of ancestral opsins. While cone opsins mediate colour vision in bright light, the rod"
"A genome-wide data assessment of the African lion (Panthera leo) population genetic structure and diversity in Tanzania.","https://scispace.com/paper/a-genome-wide-data-assessment-of-the-african-lion-panthera-4sfnadnhyr","2018","Journal Article","PLOS ONE","Nathalie Smitz
Nathalie Smitz
Olivia Jouvenet
Fredrick Ambwene Ligate
William-George Crosmary
Dennis Ikanda
Philippe Chardonnet
Alessandro Fusari
Kenny Meganck
François Gillet
Mario Melletti
Johan Michaux
Johan Michaux","10.1371/JOURNAL.PONE.0205395","https://scispace.com/pdf/a-genome-wide-data-assessment-of-the-african-lion-panthera-4sfnadnhyr.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on lion population genetics in Tanzania; does not address primates, galagos, coalescent species‑tree methods, or East African forest refugia.","The African lion (Panthera leo), listed as a vulnerable species on the IUCN Red List of Threatened Species (Appendix II of CITES), is mainly impacted by indiscriminate killing and prey base depletion. Additionally, habitat loss by land degradation and conversion has led to the isolation of some subpopulations, potentially decreasing gene flow and increasing inbreeding depression risks. Genetic drift resulting from weakened connectivity between strongholds can affect the genetic health of the species. In the present study, we investigated the evolutionary history of the species at different spatiotemporal scales. Therefore, the mitochondrial cytochrome b gene (N = 128), 11 microsatellites (N = 103) and 9,103 SNPs (N = 66) were investigated in the present study, including a large sampling from Tanzania, which hosts the largest lion population among all African lion range countries. Our results add support that the species is structured into two lineages at the continental scale (West-Central vs East-Southern), underlining the importance of reviewing the taxonomic status of the African lion. Moreover, SNPs led to the identification of three lion clusters in Tanzania, whose geographical distributions are in the northern, southern and western regions. Furthermore, Tanzanian lion populations were shown to display good levels of genetic diversity with limited signs of inbreeding. However, their population sizes seem to have gradually decreased in recent decades. The highlighted Tanzanian African lion population genetic differentiation appears to have resulted from the combined effects of anthropogenic pressure and environmental/climatic factors, as further discussed."
"Suprafamilial relationships among Rodentia and the phylogenetic effect of removing fast-evolving nucleotides in mitochondrial, exon and intron fragments","https://scispace.com/paper/suprafamilial-relationships-among-rodentia-and-the-4hxve1y3r3","2008","Journal Article","BMC Evolutionary Biology","Claudine Montgelard
Ellen J. Forty
Véronique Arnal
Conrad A. Matthee","10.1186/1471-2148-8-321","https://scispace.com/pdf/suprafamilial-relationships-among-rodentia-and-the-4hxve1y3r3.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study focuses on rodent higher‑level relationships using mitochondrial and nuclear loci; it does not address primates, galagos, coalescent methods, or East African forest phylogeography.","The number of rodent clades identified above the family level is contentious, and to date, no consensus has been reached on the basal evolutionary relationships among all rodent families. Rodent suprafamilial phylogenetic relationships are investigated in the present study using ~7600 nucleotide characters derived from two mitochondrial genes (Cytochrome b and 12S rRNA), two nuclear exons (IRBP and vWF) and four nuclear introns (MGF, PRKC, SPTBN, THY). Because increasing the number of nucleotides does not necessarily increase phylogenetic signal (especially if the data is saturated), we assess the potential impact of saturation for each dataset by removing the fastest-evolving positions that have been recognized as sources of inconsistencies in phylogenetics. Taxonomic sampling included multiple representatives of all five rodent suborders described. Fast-evolving positions for each dataset were identified individually using a discrete gamma rate category and sites belonging to the most rapidly evolving eighth gamma category were removed. Phylogenetic tree reconstructions were performed on individual and combined datasets using Parsimony, Bayesian, and partitioned Maximum Likelihood criteria. Removal of fast-evolving positions enhanced the phylogenetic signal to noise ratio but the improvement in resolution was not consistent across different data types. The results suggested that elimination of fastest sites only improved the support for nodes moderately affected by homoplasy (the deepest nodes for introns and more recent nodes for exons and mitochondrial genes). The present study based on eight DNA fragments supports a fully resolved higher level rodent phylogeny with moderate to significant nodal support. Two inter-suprafamilial associations emerged. The first comprised a monophyletic assemblage containing the Anomaluromorpha (Anomaluridae + Pedetidae) + Myomorpha (Muridae + Dipodidae) as sister clade to the Castorimorpha (Castoridae + Geomyoidea). The second suprafamilial clustering identified a novel association between the Sciuromorpha (Gliridae + (Sciuridae + Aplodontidae)) and the Hystricomorpha (Ctenodactylidae + Hystricognathi) which together represents the earliest dichotomy among Rodentia. Molecular time estimates using a relaxed Bayesian molecular clock dates the appearance of the five suborders nearly contemporaniously at the KT boundary and this is congruent with suggestions of an early explosion of rodent diversity. Based on these newly proposed phylogenetic relationships, the evolution of the zygomasseteric pattern that has been used for a long time in rodent systematics is evaluated."
"Uncertainties in Systematics of Flying Squirrels (Pteromyini, Rodentia): Implications from a New Record from Vietnam","https://scispace.com/paper/uncertainties-in-systematics-of-flying-squirrels-pteromyini-3jr3uv44","2022","Journal Article","Diversity","Sergei V. Kruskop
Alexei V. Abramov
Vladimir Lebedev
Anna A. Bannikova","10.3390/d14080610","https://scispace.com/pdf/uncertainties-in-systematics-of-flying-squirrels-pteromyini-3jr3uv44.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Vietnamese flying squirrels, using mitochondrial cytb, 12S, 16S and nuclear IRBP markers; none of the primate, galago, or East African topics are addressed.","Taxonomic status of gliding squirrels belonging to the “northern” form of Petinomys setosus known from N. Burma and Thailand has been controversial. Earlier it was assigned to a distinct genus Olisthomys, however, currently it is synonymized with P. setosus s. str. from Sumatra and Borneo Islands, and Malay Peninsula. A squirrel collected in Song Hinh forest (Phu Yen Province, south central Vietnam) was examined genetically using sequence data on three mitochondrial genes (cytb, 12S, 16S) and one nuclear (IRBP) gene. The molecular results demonstrated that this squirrel is significantly divergent from the other examined specimens of Petinomys and belongs to a separate genetic lineage within the Glaucomyina clade. The obtained phylogenetic pattern supports recognition of Olisthomys as a valid genus; however, to confirm this conclusion a comprehensive taxonomic revision of Petinomys and related genera is required. The reconsideration of taxonomic position of the “northern” P. setosus also raises the question of the conservation status of this taxon."
"The galagines of South Africa","https://scispace.com/paper/HGRYYqIbQkoJ","","","","GA Doyle
SK Bearder","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on general galagid distribution, lacking coalescent analyses, East African dwarf galago focus, phylogeographic context, molecular marker discussion, or southern African conservation genetics.",""
"Critique of Pure Marmoset.","https://scispace.com/paper/critique-of-pure-marmoset-k9q53zwdps","2019","Journal Article","Brain Behavior and Evolution","Todd M. Preuss","10.1159/000500500","https://scispace.com/pdf/critique-of-pure-marmoset-k9q53zwdps.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general primate phylogeny and terminology; does not address coalescent methods, dwarf galagos, East African refugia, molecular markers, or southern African galago conservation.","The common marmoset, a New World (platyrrhine) monkey, is currently being fast-tracked as a non-human primate model species, especially for genetic modification but also as a general-purpose model for research on the brain and behavior bearing on the human condition. Compared to the currently dominant primate model, the catarrhine macaque monkey, marmosets are notable for certain evolutionary specializations, including their propensity for twin births, their very small size (a result of phyletic dwarfism), and features related to their small size (rapid development and relatively short lifespan), which result in these animals yielding experimental results more rapidly and at lower cost. Macaques, however, have their own advantages. Importantly, macaques are more closely related to humans (which are also catarrhine primates) than are marmosets, sharing approximately 20 million more years of common descent, and are demonstrably more similar to humans in a variety of genomic, molecular, and neurobiological characteristics. Furthermore, the very specializations of marmosets that make them attractive as experimental subjects, such as their rapid development and short lifespan, are ways in which marmosets differ from humans and in which macaques more closely resemble humans. These facts warrant careful consideration of the trade-offs between convenience and cost, on the one hand, and biological realism, on the other, in choosing between non-human primate models of human biology. Notwithstanding the advantages marmosets offer as models, prudence requires continued commitment to research on macaques and other primate species."
"New decapod assemblage from the Upper Cretaceous (Cenomanian-Turonian) of Gara Sbaa, southeastern Morocco","https://scispace.com/paper/new-decapod-assemblage-from-the-upper-cretaceous-cenomanian-zodnio2aox","2008","","","Alessandro Garassino
Antonio De Angeli
Giovanni Pasini","","https://scispace.com/pdf/new-decapod-assemblage-from-the-upper-cretaceous-cenomanian-zodnio2aox.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes Cretaceous decapod fossils and taxonomy; contains no primate, galago, molecular, or phylogeographic data, so it is irrelevant to all listed criteria.","The report of decapod crustaceans from the ""Hamada des Kem Kem"" slope (SE Morocco) has previously been limited to only one report by Garassino et al. (2006). The recent disco- very of macrurans, anomurans, and brachyurans from a new quarry, located at the top of a small mesa called Gara Sbaa, increases the carcinologic knowledge from the Upper Cretaceous (Cenomanian- Turonian) of this area. The macruran specimens include Cretapenaeus berberus Garassino, Pasini & Dutheil, 2006 (Penaeidae Rafi nesque-Schmaltz, 1815) and Glyphea garasbaaensis n. sp. (Glypheidae Zittel, 1885). The anomuran specimens include Galathea sahariana n. sp., Paragalathea africana n. sp., and Cretagalathea exigua n. gen., n. sp. (Galatheidae Samouelle, 1819). The brachyuran speci- mens include Corazzatocarcinus cfr. C. hadjoulae (Roger, 1946) (Necrocarcinidae Forster, 1968) and Telamonocarcinus cfr. T. gambalatus Larghi, 2004 (Dorippidae MacLeay, 1838) recently described from the Upper Cretaceous (Cenomanian) of Lebanon."
"Paraphyletic groups as natural units of biological classification","https://scispace.com/paper/paraphyletic-groups-as-natural-units-of-biological-nirsn70hku","2010","Journal Article","Taxon","Elvira Hörandl
Tod F. Stuessy","10.1002/TAX.596001","https://scispace.com/pdf/paraphyletic-groups-as-natural-units-of-biological-nirsn70hku.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper discusses paraphyly and classification theory, without addressing primates, galagos, coalescent methods, molecular markers, or East African phylogeography, making it irrelevant to all criteria.","monophyletic groups in the sense of Hennig. We advocate returning to a broader definition, supporting use of Ashlock’s term holophyly as replacement for monophyly s.str. By reviewing processes involved in the production of phylogenetic patterns (budding, merging, and splitting), we demonstrate that paraphyly is a natural transitional stage in the evolution of taxa, and that it occurs regularly along with holophyly. When a new holophyletic group arises, it usually coexists for some time with its paraphyletic stem group. Paraphyly and holophyly, therefore, represent relational and temporal evolutionary stages. Paraphyletic groups exist at all levels of diversification in all kingdoms of eukaryotes, and they have traditionally been recognized because of their descent-based similarity. We review different methodological approaches for recognition of monophyletic groups s.l. (i.e., both holophyletic and paraphyletic), which are essential for discriminating from polyphyly that is unacceptable in classification. For arriving at taxonomic decisions, natural processes, information content, and practicability are essential criteria. We stress using shared descent as a primary grouping principle, but also emphasize the importance of degrees of divergence plus similarity (cohesiveness of evolutionary features) as additional criteria for classification."
